city,state,house_type,month,avg_temp_f,humidity,heating_degree_days,cooling_degree_days,avg_energy_kwh,square_feet,num_occupants,energy_rate_per_kwh,monthly_energy_bill
Denver,CO,Large House,11,58.3,48.9,201.4,0.0,50392.8,3067,2,0.12,6050.62
Seattle,WA,Apartment,5,64.7,81.0,10.0,0.0,1000.9,666,1,0.1,101.71
Seattle,WA,Condo,12,47.0,88.5,539.8,0.0,47124.4,1541,1,0.11,5181.16
Los Angeles,CA,Townhouse,10,66.5,53.8,0.0,46.5,6753.2,1987,3,0.22,1466.88
Phoenix,AZ,House,8,91.5,52.5,0.0,795.9,83651.8,1967,2,0.156,13053.12
Seattle,WA,Apartment,10,64.1,34.9,26.1,0.0,1717.7,802,1,0.1,180.24
Chicago,IL,House,6,69.9,86.6,0.0,147.5,19606.8,2238,1,0.168,3304.4
Los Angeles,CA,Condo,2,47.5,63.3,525.3,0.0,29597.7,991,1,0.242,7143.7
Miami,FL,Large House,2,67.8,81.8,0.0,85.3,27335.1,4222,5,0.121,3304.1
Los Angeles,CA,Large House,4,54.7,52.8,309.1,0.0,102385.0,4171,5,0.22,22516.75
Boston,MA,Condo,2,29.8,48.0,1057.2,0.0,57481.4,971,1,0.231,13272.65
Houston,TX,House,10,79.6,38.1,0.0,437.4,65849.0,2762,2,0.12,7897.71
Atlanta,GA,House,6,70.3,79.4,0.0,159.2,22791.8,2401,3,0.156,3559.3
Phoenix,AZ,Townhouse,10,79.8,40.7,0.0,443.7,48518.9,2170,2,0.13,6300.23
Boston,MA,Large House,4,51.8,77.2,395.9,0.0,113858.5,3667,4,0.21,23927.58
Houston,TX,Large House,9,89.7,31.6,0.0,740.3,154583.9,3368,6,0.12,18567.79
Houston,TX,House,5,77.7,80.9,0.0,380.7,67565.1,3202,6,0.12,8114.73
Chicago,IL,Townhouse,4,56.2,77.3,265.4,0.0,24654.2,1458,1,0.14,3471.22
Boston,MA,Large House,7,83.2,82.2,0.0,547.0,140023.5,4094,5,0.252,35267.39
Miami,FL,Large House,10,76.1,44.9,0.0,332.8,91335.1,4306,1,0.11,10033.52
Atlanta,GA,Apartment,10,66.7,49.9,0.0,50.0,3509.3,1160,2,0.13,440.44
Los Angeles,CA,Townhouse,4,58.2,64.8,204.4,0.0,23142.7,1722,3,0.22,5089.23
Seattle,WA,House,11,50.5,89.9,434.8,0.0,79904.3,2705,5,0.1,7982.25
Los Angeles,CA,Apartment,12,45.1,57.3,596.4,0.0,19792.3,645,1,0.242,4789.06
Boston,MA,Apartment,8,72.7,32.7,0.0,230.2,9778.0,963,1,0.252,2444.97
Miami,FL,Apartment,11,71.2,63.1,0.0,184.8,5538.4,668,1,0.11,606.28
Boston,MA,Condo,7,75.9,69.4,0.0,325.9,22067.2,1444,1,0.252,5570.44
Houston,TX,House,10,75.0,42.9,0.0,301.3,40227.4,2379,4,0.12,4835.44
Los Angeles,CA,Large House,2,44.9,49.6,603.9,0.0,216331.4,4637,5,0.242,52342.7
Boston,MA,Large House,11,43.9,53.6,633.4,0.0,178010.0,3641,5,0.21,37376.18
Boston,MA,Large House,3,44.1,47.8,628.2,0.0,226361.9,4666,6,0.21,47519.39
Chicago,IL,Townhouse,2,28.2,52.4,1104.9,0.0,97284.4,1444,2,0.154,14977.33
Atlanta,GA,Condo,10,58.9,68.1,184.3,0.0,13388.6,1192,2,0.13,1746.33
Chicago,IL,Large House,3,38.4,48.9,797.9,0.0,244735.6,4002,3,0.14,34245.13
Miami,FL,Apartment,8,94.2,87.8,0.0,874.6,22966.2,639,1,0.132,3031.33
Boston,MA,House,12,32.9,35.0,963.4,0.0,205412.5,3220,4,0.231,47460.74
Phoenix,AZ,Apartment,5,78.7,57.4,0.0,410.5,12718.0,730,1,0.13,1663.98
Denver,CO,Large House,2,45.7,62.6,579.6,0.0,186621.8,4172,1,0.132,24635.77
New York,NY,House,9,65.0,79.8,0.0,0.7,2408.5,1947,2,0.18,425.45
New York,NY,House,5,64.4,89.6,18.3,0.0,5116.0,2213,1,0.18,910.36
Atlanta,GA,Townhouse,12,46.3,67.0,561.5,0.0,63624.0,1824,3,0.143,9110.78
New York,NY,Large House,6,75.0,40.1,0.0,299.1,78842.5,4090,3,0.216,17021.68
Atlanta,GA,Townhouse,9,66.4,75.0,0.0,40.7,6279.7,2121,1,0.13,798.73
Phoenix,AZ,Condo,12,60.5,49.3,136.1,0.0,7882.6,935,1,0.143,1140.96
Seattle,WA,House,3,53.3,52.5,351.7,0.0,64398.6,2682,3,0.1,6451.64
Los Angeles,CA,House,9,71.9,82.6,0.0,208.4,36428.8,3035,3,0.22,8013.85
Atlanta,GA,Apartment,12,48.3,71.8,499.5,0.0,15507.6,595,1,0.143,2229.41
Seattle,WA,Condo,7,72.7,79.7,0.0,230.6,11388.6,1016,2,0.12,1369.75
Atlanta,GA,House,6,73.6,32.8,0.0,258.7,49075.3,3331,6,0.156,7669.21
New York,NY,Apartment,3,37.0,87.5,839.8,0.0,40733.6,951,1,0.18,7339.6
Chicago,IL,Townhouse,3,37.9,51.6,812.0,0.0,104355.8,2095,3,0.14,14616.4
Chicago,IL,Apartment,7,81.3,75.3,0.0,487.8,23341.4,1140,2,0.168,3905.0
Los Angeles,CA,Apartment,4,54.3,43.6,320.2,0.0,16743.8,988,1,0.22,3664.0
Miami,FL,Apartment,7,87.7,53.0,0.0,681.2,17957.9,635,1,0.132,2354.54
Miami,FL,Townhouse,5,84.7,75.2,0.0,592.0,39532.9,1340,2,0.11,4368.34
Chicago,IL,Apartment,9,70.1,39.8,0.0,153.1,7520.3,1076,1,0.14,1041.36
Chicago,IL,House,10,60.6,35.2,132.0,0.0,28397.9,2906,4,0.14,3985.81
Atlanta,GA,House,6,69.1,38.4,0.0,124.4,26537.1,3472,4,0.156,4123.16
Denver,CO,Large House,10,59.8,86.5,154.5,0.0,57900.2,4476,5,0.12,6961.91
Phoenix,AZ,Condo,9,89.5,47.7,0.0,734.4,47186.1,1421,1,0.13,6150.11
Houston,TX,House,7,92.0,65.6,0.0,809.9,74791.2,1730,1,0.144,10789.04
Miami,FL,Townhouse,3,69.2,62.8,0.0,126.3,11499.2,1596,3,0.11,1263.75
Los Angeles,CA,Apartment,10,59.6,32.4,161.3,0.0,5057.5,569,1,0.22,1124.23
Denver,CO,Townhouse,11,56.7,55.4,249.9,0.0,31111.9,1929,3,0.12,3739.05
Denver,CO,Large House,3,50.1,60.7,447.0,0.0,123996.9,3568,1,0.12,14891.95
Denver,CO,Townhouse,7,77.6,69.0,0.0,379.0,34859.4,1800,3,0.144,5012.16
Seattle,WA,Condo,1,49.2,37.0,472.6,0.0,28349.8,1050,1,0.11,3100.68
Chicago,IL,Apartment,1,24.6,87.2,1210.9,0.0,39363.8,640,1,0.154,6073.35
Phoenix,AZ,Condo,6,90.3,37.1,0.0,759.9,32068.4,929,1,0.156,4996.07
Seattle,WA,Townhouse,9,72.1,64.6,0.0,213.7,14345.5,1265,2,0.1,1432.76
Miami,FL,Apartment,8,89.7,45.3,0.0,740.3,32865.8,1080,1,0.132,4341.24
Los Angeles,CA,Condo,12,42.4,81.8,676.8,0.0,50393.5,1321,1,0.242,12194.09
Seattle,WA,Condo,3,49.2,44.9,472.6,0.0,22661.1,836,1,0.1,2258.91
Los Angeles,CA,Large House,6,72.7,33.2,0.0,232.0,49743.5,3244,5,0.264,13132.91
New York,NY,House,2,35.7,76.4,880.2,0.0,192482.0,3296,4,0.198,38094.88
Boston,MA,Apartment,6,74.6,48.2,0.0,289.1,8842.3,705,1,0.252,2226.83
Atlanta,GA,House,4,60.6,44.7,131.9,0.0,29383.1,3000,5,0.13,3816.2
Houston,TX,Large House,6,91.8,87.1,0.0,803.2,213274.2,4302,6,0.144,30717.78
Phoenix,AZ,Apartment,4,75.2,87.7,0.0,305.9,13779.9,1042,1,0.13,1777.08
Phoenix,AZ,Apartment,1,64.0,52.3,29.7,0.0,1880.6,737,1,0.143,252.33
Los Angeles,CA,Large House,3,47.7,64.1,517.6,0.0,172857.2,4305,4,0.22,38047.16
Houston,TX,Townhouse,5,86.3,53.6,0.0,637.8,65818.2,2071,3,0.12,7891.24
Boston,MA,Townhouse,4,50.4,76.2,439.2,0.0,34889.3,1276,1,0.21,7310.99
Boston,MA,House,6,74.4,87.9,0.0,280.8,36545.0,2332,1,0.252,9201.67
Phoenix,AZ,Apartment,2,68.3,71.8,0.0,97.9,3125.8,661,1,0.143,460.42
Miami,FL,Condo,2,69.7,53.8,0.0,140.5,10811.9,1528,1,0.121,1300.19
Chicago,IL,Apartment,7,74.9,36.1,0.0,298.4,12424.2,963,1,0.168,2072.12
New York,NY,Condo,3,40.7,67.8,728.3,0.0,41268.9,1002,2,0.18,7431.69
Phoenix,AZ,Apartment,1,66.0,56.6,0.0,30.7,1174.7,566,1,0.143,184.19
Miami,FL,Apartment,1,58.7,64.4,189.6,0.0,10156.7,972,1,0.121,1224.76
New York,NY,House,11,43.5,84.5,643.8,0.0,101988.5,2373,2,0.18,18355.77
Chicago,IL,Apartment,10,58.5,59.9,195.8,0.0,12186.6,1134,1,0.14,1705.28
Los Angeles,CA,Townhouse,7,72.0,83.1,0.0,209.8,15028.3,1340,2,0.264,3972.7
Denver,CO,Apartment,7,75.4,59.1,0.0,313.4,11743.3,867,1,0.144,1691.13
Seattle,WA,Townhouse,3,53.0,31.8,360.9,0.0,28024.3,1226,2,0.1,2793.67
Boston,MA,Large House,6,79.0,88.4,0.0,419.9,121285.6,4570,5,0.252,30570.24
Phoenix,AZ,Large House,12,64.8,89.0,7.3,0.0,5717.6,3114,2,0.143,835.03
Chicago,IL,Condo,4,57.1,71.9,238.1,0.0,19955.2,1406,2,0.14,2774.86
Miami,FL,Large House,10,84.5,80.2,0.0,584.5,120178.7,3291,5,0.11,13238.48
Denver,CO,Townhouse,3,47.9,44.0,512.9,0.0,54077.4,1702,1,0.12,6490.34
New York,NY,Townhouse,10,55.4,40.6,287.8,0.0,25806.7,1406,1,0.18,4659.94
New York,NY,Apartment,3,44.7,80.8,607.7,0.0,34475.1,1100,1,0.18,6223.94
Miami,FL,House,10,78.0,38.2,0.0,390.5,36610.4,1706,2,0.11,4045.09
Boston,MA,Townhouse,3,43.9,85.7,631.9,0.0,75214.7,1924,3,0.21,15784.01
Atlanta,GA,Condo,7,71.3,73.7,0.0,188.2,10515.1,1114,2,0.156,1658.31
Seattle,WA,Large House,1,43.2,78.5,654.5,0.0,170350.6,3372,5,0.11,18744.15
Los Angeles,CA,House,3,49.4,88.9,468.6,0.0,68668.6,2178,1,0.22,15122.5
Los Angeles,CA,Townhouse,8,71.1,71.6,0.0,182.9,12004.6,1211,2,0.264,3180.69
New York,NY,Apartment,7,83.7,83.1,0.0,560.7,22119.9,948,1,0.216,4773.05
Denver,CO,House,2,50.9,64.7,423.4,0.0,91877.2,3197,4,0.132,12116.82
Boston,MA,Apartment,1,26.2,87.1,1164.4,0.0,47289.3,801,1,0.231,10910.62
Seattle,WA,Condo,12,45.4,89.1,588.6,0.0,29319.0,876,1,0.11,3233.27
Seattle,WA,Condo,10,57.5,49.9,223.9,0.0,16621.1,1244,1,0.1,1658.48
Denver,CO,Large House,5,62.0,35.8,90.8,0.0,35281.5,4352,3,0.12,4235.77
Boston,MA,Condo,1,27.3,47.7,1131.7,0.0,73934.9,1169,1,0.231,17082.98
Houston,TX,Apartment,1,63.4,88.6,48.5,0.0,2389.2,711,1,0.132,300.0
Seattle,WA,House,8,71.7,68.5,0.0,199.5,38789.2,3332,6,0.12,4649.54
Seattle,WA,Townhouse,3,49.6,57.9,461.0,0.0,47461.1,1656,1,0.1,4736.85
New York,NY,Condo,12,28.9,50.6,1084.3,0.0,89863.3,1483,1,0.198,17811.75
Atlanta,GA,Condo,9,73.2,55.1,0.0,245.5,10187.8,862,1,0.13,1339.09
Boston,MA,Large House,4,49.8,84.2,456.3,0.0,141301.3,3975,3,0.21,29673.36
Denver,CO,Large House,11,50.2,75.4,443.9,0.0,147522.5,4270,2,0.12,17722.07
Houston,TX,Condo,3,65.8,71.0,0.0,23.5,1664.3,843,1,0.12,212.62
Chicago,IL,Large House,5,69.1,34.0,0.0,124.3,32503.5,3654,6,0.14,4546.38
Miami,FL,Townhouse,9,89.9,67.4,0.0,746.0,61487.5,1669,1,0.11,6760.41
Seattle,WA,Condo,3,56.2,63.8,262.5,0.0,21170.0,1380,1,0.1,2108.44
Denver,CO,Townhouse,7,76.5,64.3,0.0,346.4,26090.4,1470,2,0.144,3743.9
Seattle,WA,Condo,10,57.4,83.4,228.4,0.0,19311.5,1423,2,0.1,1920.66
Boston,MA,Townhouse,6,77.2,48.2,0.0,365.2,22754.3,1220,2,0.252,5733.75
Los Angeles,CA,Condo,3,54.7,49.3,307.8,0.0,19979.8,1107,2,0.22,4399.75
Los Angeles,CA,Condo,8,76.4,75.6,0.0,342.3,16489.0,1016,2,0.264,4365.93
Denver,CO,Condo,2,44.4,81.1,619.3,0.0,39360.8,1118,2,0.132,5176.78
Houston,TX,Condo,1,61.6,85.1,103.1,0.0,7059.7,1055,1,0.132,922.84
Boston,MA,Large House,7,80.8,44.5,0.0,474.4,127720.3,4301,1,0.252,32183.36
Boston,MA,Large House,9,65.6,83.7,0.0,19.1,9207.3,3716,3,0.21,1941.09
Phoenix,AZ,Apartment,7,95.5,76.8,0.0,916.1,20638.1,550,1,0.156,3208.4
Houston,TX,Condo,5,82.1,81.9,0.0,514.0,34781.1,1467,2,0.12,4181.01
Boston,MA,Condo,11,42.2,66.5,682.9,0.0,37752.3,977,1,0.21,7936.5
Phoenix,AZ,House,7,91.6,43.1,0.0,797.7,138286.5,3244,3,0.156,21573.52
Atlanta,GA,House,10,62.1,69.7,86.5,0.0,11590.0,1709,1,0.13,1501.66
Atlanta,GA,Large House,5,60.1,33.8,147.6,0.0,45296.1,3611,6,0.13,5894.12
Phoenix,AZ,Townhouse,11,69.0,39.0,0.0,119.6,13335.7,1928,3,0.13,1749.63
Atlanta,GA,House,11,56.2,69.3,263.6,0.0,39508.4,2154,2,0.13,5126.47
Seattle,WA,House,7,75.8,89.7,0.0,324.9,54142.2,3008,1,0.12,6490.79
Houston,TX,Large House,11,75.1,70.3,0.0,302.0,89597.1,4607,4,0.12,10765.47
Denver,CO,Condo,5,60.3,45.5,141.6,0.0,7965.0,899,1,0.12,966.32
Chicago,IL,Townhouse,11,43.6,74.7,643.4,0.0,51159.7,1291,1,0.14,7173.88
Miami,FL,Townhouse,5,81.6,37.1,0.0,499.1,44978.5,1799,2,0.11,4953.01
Atlanta,GA,Large House,2,48.0,82.0,509.9,0.0,156731.9,3967,2,0.143,22404.59
New York,NY,Condo,3,41.1,64.2,717.2,0.0,40831.3,1005,2,0.18,7347.94
Miami,FL,Condo,2,66.3,40.6,0.0,39.3,3636.8,1299,2,0.121,420.24
Phoenix,AZ,Condo,3,69.9,75.8,0.0,146.9,10233.6,1390,1,0.13,1334.94
Seattle,WA,House,7,73.8,32.3,0.0,265.0,51973.3,3476,4,0.12,6231.72
New York,NY,Townhouse,9,70.8,67.6,0.0,173.0,12994.7,1395,1,0.18,2346.78
Miami,FL,Townhouse,3,70.0,48.4,0.0,151.0,10864.6,1305,2,0.11,1176.93
Phoenix,AZ,House,12,64.2,56.0,22.8,0.0,7150.4,2565,5,0.143,1007.86
Boston,MA,Townhouse,4,49.2,43.5,474.3,0.0,40577.7,1368,2,0.21,8509.77
New York,NY,Large House,9,67.7,69.0,0.0,80.0,20128.9,3346,1,0.18,3638.27
Phoenix,AZ,Large House,10,84.9,69.7,0.0,598.4,115766.8,3099,5,0.13,15030.47
Los Angeles,CA,House,8,74.5,58.5,0.0,284.2,36093.1,2278,1,0.264,9536.39
New York,NY,Townhouse,7,80.6,46.2,0.0,468.7,44175.1,1877,1,0.216,9527.31
Los Angeles,CA,Large House,12,44.8,77.1,605.2,0.0,198852.0,4265,1,0.242,48126.56
Phoenix,AZ,Large House,4,75.1,39.6,0.0,302.9,73238.8,3733,6,0.13,9537.46
Boston,MA,Townhouse,4,55.7,84.4,278.5,0.0,21427.1,1202,1,0.21,4506.45
Chicago,IL,Apartment,9,73.0,68.7,0.0,241.4,6114.8,576,1,0.14,875.16
Phoenix,AZ,House,1,65.7,81.1,0.0,22.2,3845.0,1704,1,0.143,556.91
Seattle,WA,Apartment,2,51.5,69.8,404.4,0.0,11511.0,546,1,0.11,1260.51
Boston,MA,Large House,5,60.9,78.9,122.1,0.0,50547.5,4799,6,0.21,10611.0
Boston,MA,Townhouse,7,82.0,68.9,0.0,510.0,48785.3,1906,2,0.252,12278.41
New York,NY,Condo,2,35.0,70.7,899.3,0.0,61876.3,1226,2,0.198,12246.7
Miami,FL,Large House,1,65.8,73.6,0.0,24.0,13556.3,4766,6,0.121,1639.64
Boston,MA,Apartment,7,74.6,69.3,0.0,289.0,11756.9,951,1,0.252,2977.46
Denver,CO,Large House,12,51.8,70.2,396.6,0.0,128915.8,4157,2,0.132,17017.81
Atlanta,GA,Apartment,7,74.8,69.8,0.0,294.6,14938.7,1177,1,0.156,2316.38
Denver,CO,Large House,1,49.3,60.3,469.7,0.0,111011.6,3023,6,0.132,14653.36
Chicago,IL,Apartment,8,75.3,46.7,0.0,309.3,11006.8,828,1,0.168,1851.16
Seattle,WA,House,4,57.4,64.4,226.7,0.0,26385.4,1661,2,0.1,2638.48
Miami,FL,Apartment,8,87.0,54.7,0.0,660.8,31945.3,1169,1,0.132,4196.79
Los Angeles,CA,Large House,10,65.9,63.7,0.0,27.0,12629.6,4305,3,0.22,2776.76
Miami,FL,Townhouse,1,65.4,49.9,0.0,13.3,3547.4,2036,2,0.121,433.23
Miami,FL,House,2,62.2,50.5,83.5,0.0,11441.6,1699,3,0.121,1403.01
Phoenix,AZ,Large House,9,83.1,83.8,0.0,541.9,127830.9,3765,6,0.13,16630.9
Seattle,WA,Apartment,5,60.9,85.8,123.7,0.0,7938.8,1125,1,0.1,792.16
Houston,TX,Townhouse,2,60.5,68.0,136.0,0.0,18292.3,1975,2,0.132,2399.52
Boston,MA,House,11,41.3,59.9,709.6,0.0,128283.5,2706,5,0.21,26921.47
Seattle,WA,Large House,8,76.8,84.6,0.0,354.3,110682.5,4893,5,0.12,13268.85
Chicago,IL,Apartment,7,79.0,53.1,0.0,421.2,20998.6,1173,2,0.168,3544.39
Houston,TX,Townhouse,7,96.7,57.2,0.0,951.1,102187.2,2186,3,0.144,14711.47
Denver,CO,Townhouse,12,49.1,86.1,476.4,0.0,52267.9,1760,2,0.132,6887.4
Atlanta,GA,Townhouse,11,50.3,72.6,440.2,0.0,42963.6,1553,3,0.13,5572.38
Denver,CO,Townhouse,12,47.6,65.0,521.3,0.0,42819.5,1318,2,0.132,5660.58
Denver,CO,Townhouse,7,75.2,31.5,0.0,306.8,31847.2,2027,1,0.144,4592.81
Houston,TX,Townhouse,3,66.5,33.7,0.0,43.9,4878.2,1493,2,0.12,573.55
Denver,CO,Apartment,6,72.2,70.5,0.0,214.8,9158.1,963,1,0.144,1307.74
Denver,CO,House,4,59.9,32.8,152.1,0.0,28188.4,2546,3,0.12,3379.27
Miami,FL,Large House,1,59.5,67.2,164.6,0.0,41942.8,3026,6,0.121,5089.89
Houston,TX,Townhouse,10,81.0,76.6,0.0,481.0,42754.6,1759,3,0.12,5122.32
Chicago,IL,Apartment,3,40.8,55.7,726.8,0.0,25256.5,677,1,0.14,3521.11
Atlanta,GA,Townhouse,1,47.1,39.3,537.1,0.0,51210.2,1538,2,0.143,7315.96
New York,NY,Large House,11,47.9,63.0,513.0,0.0,143986.8,3616,4,0.18,25925.94
Denver,CO,Condo,3,54.9,39.6,304.1,0.0,23588.4,1333,1,0.12,2826.74
Miami,FL,Condo,4,74.3,47.6,0.0,279.3,19788.6,1479,2,0.11,2181.48
Boston,MA,Large House,11,46.7,56.7,549.3,0.0,128190.7,3018,1,0.21,26924.6
Atlanta,GA,Condo,1,43.8,77.8,635.6,0.0,53827.0,1498,2,0.143,7687.53
Phoenix,AZ,Apartment,9,86.9,47.8,0.0,656.0,24008.1,883,1,0.13,3113.86
Los Angeles,CA,Apartment,3,53.3,42.6,351.9,0.0,19441.7,1050,1,0.22,4265.7
Seattle,WA,Apartment,4,59.5,86.4,166.0,0.0,9806.0,1050,2,0.1,966.75
Boston,MA,Townhouse,1,23.5,77.7,1243.7,0.0,97558.3,1289,1,0.231,22538.97
Houston,TX,Townhouse,7,93.3,56.0,0.0,849.1,66762.4,1597,2,0.144,9620.72
Denver,CO,Apartment,11,56.6,65.1,253.2,0.0,15391.0,1133,1,0.12,1829.83
Denver,CO,Apartment,5,61.8,85.6,95.5,0.0,4582.7,808,1,0.12,562.81
New York,NY,House,3,38.4,53.5,799.1,0.0,137645.1,2592,2,0.18,24777.95
Chicago,IL,Townhouse,11,49.6,30.7,462.8,0.0,60991.4,2108,3,0.14,8524.45
New York,NY,Apartment,10,57.4,86.8,228.9,0.0,13750.4,1110,2,0.18,2485.0
Miami,FL,Condo,7,88.6,43.2,0.0,708.3,46994.1,1461,1,0.132,6191.0
Chicago,IL,Large House,1,27.6,63.0,1121.6,0.0,405388.2,4743,5,0.154,62412.47
Los Angeles,CA,Condo,12,51.5,51.4,404.5,0.0,32496.9,1394,2,0.242,7853.63
Phoenix,AZ,Large House,2,63.2,57.0,54.7,0.0,25990.3,4843,2,0.143,3708.84
Atlanta,GA,Condo,10,65.1,87.5,0.0,2.3,1508.4,1380,2,0.13,188.62
Houston,TX,House,5,78.3,74.0,0.0,400.3,70839.2,3220,3,0.12,8499.22
Miami,FL,Townhouse,8,87.8,66.4,0.0,682.7,59690.0,1764,1,0.132,7893.43
Chicago,IL,Large House,4,57.9,34.6,214.1,0.0,61889.2,3539,6,0.14,8645.23
Denver,CO,Apartment,10,64.7,42.8,9.2,0.0,1485.4,1092,2,0.12,168.68
Denver,CO,House,11,52.7,43.4,370.3,0.0,77818.3,3087,2,0.12,9347.53
Phoenix,AZ,Condo,8,90.0,60.1,0.0,749.0,44571.3,1313,1,0.156,6967.04
Atlanta,GA,Condo,9,66.6,64.0,0.0,47.8,2934.9,943,1,0.13,396.43
Chicago,IL,House,6,76.6,43.9,0.0,348.4,30392.4,1582,1,0.168,5095.28
Houston,TX,Large House,6,92.2,82.9,0.0,815.4,190671.7,3794,4,0.144,27462.67
Los Angeles,CA,Large House,11,57.3,45.8,229.5,0.0,86992.7,4699,3,0.22,19125.35
Seattle,WA,Townhouse,10,62.2,52.6,85.0,0.0,11527.7,1869,1,0.1,1153.43
Miami,FL,Townhouse,8,94.9,30.4,0.0,896.2,88990.7,2011,4,0.132,11744.37
Houston,TX,Apartment,9,84.1,41.2,0.0,573.5,27661.3,1158,2,0.12,3328.05
Los Angeles,CA,Condo,7,74.8,58.7,0.0,294.5,15797.5,1138,1,0.264,4157.0
Seattle,WA,Apartment,4,58.7,39.7,188.0,0.0,5673.5,544,1,0.1,548.91
Atlanta,GA,Condo,1,49.2,61.0,473.3,0.0,26193.4,970,1,0.143,3764.43
New York,NY,Townhouse,2,33.1,58.3,958.0,0.0,83283.2,1421,2,0.198,16478.84
Seattle,WA,Large House,3,55.2,40.9,293.9,0.0,108312.5,4627,5,0.1,10821.83
Miami,FL,House,10,77.3,53.1,0.0,368.9,54841.5,2709,1,0.11,6020.66
Denver,CO,House,3,48.8,84.1,486.8,0.0,89693.9,2740,1,0.12,10778.38
Denver,CO,Large House,2,49.6,84.1,462.2,0.0,115013.0,3190,4,0.132,15161.76
Seattle,WA,Large House,7,77.0,55.7,0.0,359.3,85760.6,3758,1,0.12,10290.56
Seattle,WA,Townhouse,10,61.3,45.3,112.4,0.0,15752.7,2023,1,0.1,1591.67
Los Angeles,CA,Townhouse,10,59.6,30.3,162.7,0.0,23007.5,2097,4,0.22,5041.94
Denver,CO,Apartment,9,71.5,71.3,0.0,196.4,4451.0,507,1,0.12,528.62
Chicago,IL,House,11,42.6,62.2,671.6,0.0,120988.9,2698,3,0.14,16942.93
Seattle,WA,Condo,7,71.8,63.5,0.0,203.6,13647.1,1365,2,0.12,1657.19
Atlanta,GA,Townhouse,12,43.4,81.8,648.6,0.0,64362.6,1607,3,0.143,9193.04
Chicago,IL,Apartment,4,56.9,78.1,244.2,0.0,13491.8,1020,2,0.14,1896.23
New York,NY,Condo,7,82.0,79.4,0.0,511.3,34025.3,1451,1,0.216,7353.48
Los Angeles,CA,Apartment,5,59.8,32.3,156.0,0.0,6328.6,727,1,0.22,1411.68
Atlanta,GA,Large House,5,59.6,76.4,162.8,0.0,60440.4,4457,5,0.13,7857.03
New York,NY,Condo,11,41.9,77.0,691.6,0.0,51981.3,1330,2,0.18,9364.57
Atlanta,GA,Condo,11,51.4,30.0,408.2,0.0,19547.3,836,1,0.13,2561.02
Seattle,WA,Townhouse,11,54.9,61.1,304.2,0.0,31101.1,1604,2,0.1,3092.86
Los Angeles,CA,Large House,5,68.2,50.9,0.0,94.5,31669.1,4487,5,0.22,6958.26
Atlanta,GA,Condo,8,71.6,54.4,0.0,198.3,11684.1,1213,1,0.156,1805.62
Phoenix,AZ,Townhouse,2,68.8,78.8,0.0,112.8,13267.3,2022,3,0.143,1904.99
Seattle,WA,Large House,8,76.6,87.7,0.0,347.2,101121.7,4576,2,0.12,12133.04
Atlanta,GA,Apartment,8,69.7,68.0,0.0,140.3,4167.0,619,1,0.156,657.13
Houston,TX,Townhouse,7,92.2,30.6,0.0,815.0,87715.6,2178,3,0.144,12620.97
Los Angeles,CA,House,11,49.8,85.9,457.2,0.0,93672.6,3033,3,0.22,20602.12
Atlanta,GA,Townhouse,3,52.0,42.0,390.3,0.0,53163.0,2169,2,0.13,6926.1
Houston,TX,Condo,4,72.6,36.4,0.0,226.8,11760.4,1055,2,0.12,1418.28
Boston,MA,Large House,1,32.6,80.9,972.6,0.0,339196.9,4565,5,0.231,78347.09
Atlanta,GA,Townhouse,8,73.0,75.0,0.0,239.4,17433.1,1387,2,0.156,2720.59
Seattle,WA,House,9,68.5,81.6,0.0,104.2,10558.0,1566,3,0.1,1054.08
Los Angeles,CA,Large House,8,69.1,70.4,0.0,122.5,32054.8,3646,6,0.264,8446.49
Miami,FL,Large House,5,79.6,46.2,0.0,438.9,93980.0,3383,5,0.11,10331.53
Chicago,IL,House,7,81.0,52.3,0.0,480.2,50558.3,1931,2,0.168,8484.98
Chicago,IL,Large House,3,39.3,36.0,771.4,0.0,247654.2,4179,6,0.14,34661.02
Seattle,WA,House,4,54.5,78.3,315.1,0.0,39025.1,1798,3,0.1,3902.5
Denver,CO,Large House,12,45.0,63.7,600.0,0.0,169056.0,3646,4,0.132,22311.32
Chicago,IL,Apartment,4,57.4,35.8,228.3,0.0,9432.6,760,1,0.14,1310.96
Miami,FL,Large House,9,85.4,54.7,0.0,613.2,186897.3,4908,3,0.11,20565.89
Atlanta,GA,Condo,10,66.8,47.1,0.0,53.8,4586.1,1389,1,0.13,596.61
Boston,MA,Apartment,7,78.6,87.4,0.0,409.1,19635.8,1128,2,0.252,4953.84
Miami,FL,House,11,70.0,84.4,0.0,151.4,25116.2,2754,5,0.11,2756.53
Miami,FL,Townhouse,11,72.1,53.7,0.0,211.6,16971.6,1498,2,0.11,1878.12
Miami,FL,Large House,9,86.1,41.0,0.0,634.2,195860.8,4977,4,0.11,21553.8
Phoenix,AZ,Apartment,4,72.0,33.8,0.0,210.9,6363.9,670,1,0.13,829.25
New York,NY,House,9,65.0,67.1,0.0,1.2,3423.4,3066,1,0.18,633.47
Seattle,WA,Townhouse,4,57.4,37.6,227.1,0.0,21434.6,1453,2,0.1,2130.29
New York,NY,Townhouse,6,73.7,82.3,0.0,260.2,28591.7,2084,4,0.216,6177.76
Chicago,IL,Large House,3,41.6,74.9,703.0,0.0,227861.4,4210,5,0.14,31897.99
